question_type,has_solution,exam_year,semester,moed,question_number,url,data_resource,points,question_translation_latex,multiple_choice_answer,answer_translation_latex,number_of_possible_answers,topics_covered,dataset,translated_separately,question_in_hebrew,answer_in_hebrew,orig_answer_in_eng,should_translate,question_id,comments
A,True,2017,A,B,4-c,T3/ds17AB-sol.pdf,TAU,8.3,na,na,na,na,na,na,,"נרצה לתחזק מבנה נתונים המכיל קבוצות של מספרים. נניח שלכל קבוצה יש מספר מזהה ייחודיי. נגדיר אינטרוול רציף של מזהי קבוצות באופן הבא: בהינתן מערך ממוין A של כל מזהי הקבוצות, אינטרוול רציף של מזהים הינו קבוצה המכילה את כל האיברים בתת-מערך של A.
לדוגמא: נניח שמבנה הנתונים מכיל ברגע נתוך קבוצות עם המזהים {50 ,1,13,42}, אזי:
הקבוצה {1,13} היא אינטרוול רציף.
הקבוצה {13,42,250} היא אינטרוול רציף.
הקבוצה {1,42} היא אינה אינטרוול רציף.

נסמן ב-n את כמות הקבוצות וב-m את הגודל המקסימלי של קבוצה. כאשר ניתן יש להביע הסיבוכיות באמצעות m,n ו-|B|.

ממשו מבנה נתונים רנדומי התומך בפעולות:
(createSet(setId - יצירת קבוצה עם מזהה setId.
(insertToSets(B, E – בקבלת מערך המכיל איברי אינטרוול רציף של מזהים B (הקיימים במבנה) ומערך של אלמנטים E. יש להכניס את האיבר [E[i לקבוצה עם המזהה [B[i. שני המערכים זהים באורכם.","ניצור טבלת hash כפולה. לכל setId נכניס לטבלת האש בה ה-value הוא פוינטר לעוד טבלת hash. אופן מימוש הפעולות מיידי. הסיבוכיות של createId הינה (1)O בתוחלת, ושל יתר הפעולות (|O(|B בתוחלת.",,,,
A,True,2014,A,B,1-a,T3/ds14ab-sol(vaad).pdf,TAU,na,na,na,na,na,na,na,,"בערימה בינומית ביצענו n הכנסות ולאחר מכאן n פעמים delete-min.
האיברים ai מ-i=1 עד n, הוכנסו לפי הסדר. כלומר, קודם הוכנס איבר a1, אז a2 ובסוף הוכנס an. נניח שלאחר n ההכנסות, יש יותר מעץ אחד בערימה.
א. מה ניתן להגיד על היחס בין האינדקסים של האיברים בעץ מדרגה i לעומת האינדקסים של האיברים בעץ מדרגה j בערימה לאחר סדרת ההכנסות של הסדרה, כאשר i<j?",כל האינדקסים בעץ מדרגה j קטנים מכל האינדקסים בעץ מדרגה i.,,,,כל השאלה 20 נק
A,True,2014,A,B,1-b,T3/ds14ab-sol(vaad).pdf,TAU,na,na,na,na,na,na,na,,"בערימה בינומית ביצענו n הכנסות ולאחר מכאן n פעמים delete-min.
האיברים ai מ-i=1 עד n, הוכנסו לפי הסדר. כלומר, קודם הוכנס איבר a1, אז a2 ובסוף הוכנס an. נניח שלאחר n ההכנסות, יש יותר מעץ אחד בערימה.
ב. נבחן את מספר ה-linking בכל פעולה. ספקו חסם מדויק (לא אסימפטוטי) למספר ה-linking במקרה הגרוע של פעולת insert אחת, ושל כל פעולות insert בסדרה יחד.","חסם מס' linking לפעולת insert אחת:  logn
חסם מס' linking לסדרת פעולות insert: n",,,,כל השאלה 20 נק
A,True,2014,A,B,1-c,T3/ds14ab-sol(vaad).pdf,TAU,na,na,na,na,na,na,na,,"בערימה בינומית ביצענו n הכנסות ולאחר מכאן n פעמים delete-min.
האיברים ai מ-i=1 עד n, הוכנסו לפי הסדר. כלומר, קודם הוכנס איבר a1, אז a2 ובסוף הוכנס an. נניח שלאחר n ההכנסות, יש יותר מעץ אחד בערימה.
ג.  נתונה הסדרה ai = n-i, כלומר האיברים מוכנסים לערימה מהגדול לקטן. נבחן את מספר ה-linkings בכל פעולה. ספקו חסם מדויק (לא אסימפטוטי) למספר ה- linking במקרה הגרוע של delete-min אחד, ושל כל פעולות delete-min בסדרה יחד.","חסם מס' linking לפעולת delete אחת: 0
חסם מס' linking לסדרת פעולות :delete 0",,,,כל השאלה 20 נק
A,True,2014,A,B,1-d,T3/ds14ab-sol(vaad).pdf,TAU,na,na,na,na,na,na,na,,"בערימה בינומית ביצענו n הכנסות ולאחר מכאן n פעמים delete-min.
האיברים ai מ-i=1 עד n, הוכנסו לפי הסדר. כלומר, קודם הוכנס איבר a1, אז a2 ובסוף הוכנס an. נניח שלאחר n ההכנסות, יש יותר מעץ אחד בערימה.
ד. נניח שעבדנו על ערימה בינומית עצלה. בכל הכנסה העץ החדש נוסף לסוף רשימת העצים. בתהליך ה-successive linking, עוברים על העצים מסוף הרשימה לתחילתה. מה ניתן להגיד על היחס בין האינדקסים של האיברים בעץ מדרגה i לעומת האינדקסים של האיברים בעץ מדרגה j בערימה לאחר סדרת ההכנסות ופעולת del-min אחת (נניח שיש יותר מעץ אחד), כאשר i<j?",כל האינדקסים בעץ מדרגה j גדולים מכל האינדקסים בעץ מדרגה i.,,,,כל השאלה 20 נק
A,True,2014,A,B,2-a,T3/ds14ab-sol(vaad).pdf,TAU,na,na,na,na,na,na,na,,בונים טבלת hashing בגודל m בשיטת  ה-chaining. פונקצית ה-hash נבחרת באקראי ממשפחה אוניברסלית של פונקציות hash. לטבלה הוכנסו כבר n איברים שונים. מבצעים עתה חיפוש איבר x שנמצא כבר בטבלה. ספקו חסם טוב ככל האפשר (לא אסימפטוטי) על תוחלת מספר האיברים ברשימה שבה נמצא .x,1+(n-1)/m,,,,כל השאלה 20 נק
A,True,2014,A,B,2-b,T3/ds14ab-sol(vaad).pdf,TAU,na,na,na,na,na,na,na,,"בונים טבלת  hashing בגודל m בשיטת ה-open addressing (כלומר, כל האיברים נמצאים בטבלת ה-hashing ללא שימוש במצביעים). משתמשים בפונקציית hash מקרית לחלוטין מהצורה h(k,i), כאשר k הוא המפתח שאותו רוצים להכניס לטבלה ו-i הוא מספר הניסיון. (זאת שיטת ה-uniform probing. ערך המוחזר מקריאה ל-h(k,i) הוא שלם המוגרל יוניפורמית בין 2 ל-(m-1), בלתי-תלוי בהגרלות שבקריאות קודמות). לטבלה הוכנסו כבר n איברים שונים. מבצעים עתה חיפוש על איבר שאינו נמצא בטבלה. מה תוחלת מספר תאי הטבלה שנבדקים במהלך החיפוש? ספקו תשובה (לא אסימפטוטית) הדוקה ככל האפשר.",1/(1-n/m),,,,כל השאלה 20 נק
A,True,2014,A,B,2-c,T3/ds14ab-sol(vaad).pdf,TAU,na,na,na,na,na,na,na,,"בונים טבלת  hashing בגודל m בשיטת ה-linear probing. מפתחות האיברים שמוכנסים לטבלה נלקחים מהקבוצה {0,1,…2m-1}. משתמשים בפונקצית ה-hash הבאה: h(k)=⌊k\2⌋. מכניסים לטבלה את האיברים 1,2,…m בסדר עולה. כמה זמן לוקחת הכנסת כל האיברים לטבלה תוך שימוש באלגוריתם ההכנסה הסטנדרטי? ספקו חסם אסימפטוטי.",זמן ריבועי,,,,כל השאלה 20 נק
A,True,2014,A,B,2-d,T3/ds14ab-sol(vaad).pdf,TAU,na,na,na,na,na,na,na,,"תהא  U={0,1,…u}. הניחו שכל איבר של U ניתן לייצוג במילת מחשב אחת. נתונה תת-קבוצה D⊆U בגודל n. תארו אלגוריתם הסתברותי יעיל ככל האפשר שבונה פונקציה h:U→{0,1,…100n} שהיא חד-חד ערכית על  D. (כלומר לכל x,y∈D מתקיים h(x)!=h(y)). כמות הזיכרון הדרושה לייצוג הפונקציה h צריכה להיות  O(n). חישוב h(x), בהינתן x∈D צריך לקחת O(1) זמן במקרה הגרוע ביותר.",perfect hash,,,,כל השאלה 20 נק
A,True,2014,A,B,3,T3/ds14ab-sol(vaad).pdf,TAU,32,na,na,na,na,na,na,,"נגדיר מערך זיג-זג, עבורו קיימים n ≤ j ≤ i ≤ 1 כלשהם כך שכל האיברים במערך בין 1 ל i בסדר עולה, כל האיברים בין i ל j בסדר יורד, וכל האיברים בין j ל n בסדר עולה. נקרא ל-i איבר הפסגה ול-j איבר העמק.
לכל בעיה ספקו חסם עליון ותחתון והוכיחו אותם.
בעיה א' - קלט: מערך. פלט: מחזיר TRUE אם""ם המערך הוא מערך זיגזג.
בעיה ב' - קלט: מערך זיגזג ומיקום איבר העמק. פלט: מיקום איבר הפסגה. 
בעיה ג' - קלט: מערך זיגזג. פלט: מיקום איבר הפסגה ואיבר העמק.","א': חסם עליון ותחתון n.
ב': חסם עליון ותחתון logn. 
ג': חסם עליון ותחתון n.",,,,
A,True,2014,A,B,4-a,T3/ds14ab-sol(vaad).pdf,TAU,na,na,na,na,na,na,na,,"נתונים n קטעים על הישר (כלומר הקלט הוא n זוגות (x,y) של נקודות התחלה וסיום). קטע יקרא ""מרכזי"" אם יש לפחות n/4 קטעים שמתחילים לפניו (נקודת ההתחלה שלהם משמאל לנקודת ההתחלה שלו) וגם יש לפחות n/4 קטעים שמסתיימים אחריו (נקודת הסיום שלהם מימין לנקודת הסיום שלו). הציעו אלגוריתם שמחזיר את מספר הקטעים המרכזיים, בזמן ריצה W.C. הטוב ביותר שתוכלו, ונתחו את זמן הריצה שלו.","אפשר להריץ  select על n/4 ב-x ו-3n/4 ב-y, ולפי זה לזהות קטעים מרכזיים. זמן ריצה לינארי במספר הקטעים.",,,,כל השאלה 30 נק
A,True,2014,A,B,4-b,T3/ds14ab-sol(vaad).pdf,TAU,na,na,na,na,na,na,na,,"הציעו מבנה נתונים דינמי, המאפשר Insert(x,y) ו-Delete(x,y) של קטעים על הישר בזמן W.C. O(logn) וכן בפעולה IsCentric(x,y) שמקבלת קטע במבנה, ועונה האם הקטע הוא מרכזי, בזמן O(1) .W.C. (שימו-לב ש-deleteלא מקבלת מצביע לקטע, אלא את הקואורדינאטות שלו.)","תאור המבנה: שני עצי-סדר סטטיסטי (עצי חופשי בינארי מאוזניים עם שדה size בצמתים). אחד לפי x והשני לפי y. מצביע לאיבר ה-n/4 ב-x ולאיבר ה-3n/4 ב-y.
מימוש פעולת insert וניתוח זמן ריצה: מכניסים לשני העצים ומבצעים select לעדכון המצביעים.
מימוש פעולת delete וניתוח זמן ריצה: מוחקים משני העצים ומבצעים select לעדכון המצביעים.
מימוש פעולת isCentric וניתוח זמן ריצה: בודקים את היחס לערכי x ו-y של המצביעים.",,,,כל השאלה 30 נק
A,True,2014,A,B,4-c,T3/ds14ab-sol(vaad).pdf,TAU,na,na,na,na,na,na,na,,"הציעו מבנה נתונים דינמי, המאפשר Insert(x,y) ו-Delete(x,y) של קטעים (x,y) על הישר בזמן O(logn) בתוחלת, פעולת Find-Min(), המחזירה את הקטע הקצר ביותר בזמן קבוע, וזמן בנייה לינארי (כלומר, בהינתן n קטעים, ניתן לבנות את המבנה בזמן לינארי, כך שיכיל את כולם). ניתן להניח שכל הקטעים באורכים שונים (שימו-לב ש- delete לא מקבלת מצביע לקטע, אלא את הקואורדינאטות שלו.)","תיאור מבנה נתונים: ערימת מינימום וטבלת האש עם מצביעים הדדיים. המפתח זה אורך הקטע.
מימוש פעולת Find-Min וניתוח זמן ריצה: להחזיר את את שורש הערימה (פעולת min של הערימה.)
מימוש פעולות delete insert, וניתוח זמן ריצה: בהכנסה מכניסים לערימה וגם לטבלה, ומעדכנים בטבלה מצביע למיקום בערימה. במחיקה מוצאים את המפתח בטבלת האש ולפי זה מקבלים מצביע ומוחקים בערימה. מוחקים גם מהטבלה. בהכנסה או מחיקה – אם מיקום השתנה צריך לעדכן את המצביע בטבלת האש.
מימוש תהליך הבנייה וניתוח זמן ריצה: בונים ערימה בינארית בזמן לינארי. מכניסים כל איבר לטבלת האש  chaining, לראש הרשימה, ומעדכנים באותו זמן את המצביע למיקום בערימה.",,,,כל השאלה 30 נק
